id,age,sex_label,education_label,marriage_label,limit_bal,utilization,max_delay,n_months_delayed,delay_trend,default_next_month
2125,42,Male,Graduate school,Single,350000,0.9171,2,1,2,1
2126,29,Female,Graduate school,Single,120000,0.0329,0,0,0,0
2127,30,Female,Graduate school,Single,210000,0.3519,2,2,1,0
2128,31,Female,University,Married,100000,0.1761,2,3,0,0
2129,52,Female,High school,Single,50000,0.6956,0,0,0,1
2130,26,Female,Graduate school,Single,340000,0.1717,0,0,0,0
2131,57,Male,Graduate school,Married,140000,0.7761,3,6,-1,1
2132,42,Male,University,Single,50000,0.9538,0,0,0,0
2133,31,Male,University,Single,50000,0.3323,2,3,1,0
2134,27,Female,Graduate school,Single,90000,0.6306,0,0,0,0
2135,66,Male,University,Married,160000,0.4236,2,6,0,1
2136,27,Male,University,Single,250000,0.1392,0,0,0,0
2137,23,Male,Graduate school,Single,50000,0.0,1,1,2,0
2138,36,Female,University,Married,300000,0.4716,0,0,0,0
2139,34,Female,University,Single,230000,0.0,1,1,1,0
2140,43,Male,Graduate school,Married,260000,0.0,1,1,1,1
2141,22,Female,Graduate school,Single,60000,0.9807,2,1,3,0
2142,41,Male,High school,Married,140000,0.0153,0,0,0,0
2143,49,Female,High school,Others,70000,1.3148,2,1,2,1
2144,41,Male,High school,Married,20000,0.9369,2,1,2,1
2145,27,Female,University,Married,20000,0.245,3,4,0,1
2146,28,Male,Others,Married,170000,1.0065,0,0,1,0
2147,55,Female,High school,Others,150000,0.0072,-1,0,0,0
2148,26,Male,University,Single,50000,0.2623,2,1,0,0
2149,49,Male,Graduate school,Married,60000,1.0048,2,1,2,1
2150,29,Female,Graduate school,Single,230000,0.0085,-1,0,0,0
2151,30,Male,University,Single,100000,0.3137,0,0,1,0
2152,24,Male,Graduate school,Single,150000,0.007,-1,0,0,0
2153,51,Male,University,Single,70000,0.9697,0,0,0,0
2154,25,Male,Graduate school,Single,150000,0.353,0,0,1,0
2155,25,Female,University,Single,50000,0.4706,0,0,0,0
2156,29,Female,Graduate school,Single,110000,0.8699,2,6,0,1
2157,25,Female,Graduate school,Single,290000,1.0546,0,0,0,1
2158,42,Female,University,Single,310000,0.4134,0,0,0,0
2159,38,Female,University,Married,80000,0.928,0,0,0,0
2160,54,Male,Graduate school,Married,220000,0.0,-2,0,0,0
2161,62,Female,University,Married,230000,0.7288,0,0,0,0
2162,52,Male,Graduate school,Married,360000,0.656,0,0,0,0
2163,48,Male,Graduate school,Married,320000,0.0808,-1,0,1,0
2164,30,Male,Graduate school,Single,20000,0.7203,2,1,0,0
2165,35,Female,University,Single,360000,0.1716,-1,0,0,0
2166,38,Female,University,Married,360000,0.0,1,1,3,0
2167,37,Female,Graduate school,Married,440000,0.0247,0,0,0,0
2168,49,Male,University,Married,400000,0.4398,3,6,0,1
2169,35,Male,University,Married,180000,0.1782,2,2,1,0
2170,30,Female,Graduate school,Single,230000,0.0,1,1,3,0
2171,29,Female,Graduate school,Single,200000,0.0454,0,0,0,0
2172,34,Male,Graduate school,Married,230000,0.0998,0,0,0,0
2173,53,Male,University,Married,50000,0.9565,0,0,0,0
2174,36,Male,Graduate school,Single,270000,0.0592,-2,0,0,0
2175,29,Female,University,Single,440000,1.1044,0,0,0,0
2176,53,Male,Graduate school,Married,340000,0.0111,-1,0,0,0
2177,35,Male,University,Single,320000,0.0382,0,0,0,0
2178,36,Female,University,Single,500000,0.0007,0,0,-1,0
2179,33,Female,University,Married,30000,0.9856,0,0,-1,0
2180,55,Female,High school,Single,120000,0.8561,0,0,0,0
2181,37,Male,Graduate school,Single,310000,0.0339,0,0,0,0
2182,31,Female,High school,Single,110000,0.0246,0,0,2,0
2183,31,Male,University,Single,400000,0.4642,0,0,0,0
2184,55,Female,Graduate school,Married,150000,0.0138,-1,0,1,0
2185,42,Male,Graduate school,Married,50000,0.9491,0,0,2,0
2186,27,Male,University,Married,270000,0.0787,0,0,0,0
2187,39,Female,High school,Married,30000,0.4839,0,0,0,1
2188,57,Male,Graduate school,Married,30000,0.7993,3,3,0,1
2189,24,Male,University,Single,20000,0.535,0,0,1,0
2190,22,Female,University,Single,50000,0.3694,0,0,0,0
2191,50,Male,University,Married,100000,1.0143,0,0,0,0
2192,29,Female,Graduate school,Single,200000,0.0,1,1,2,0
2193,38,Male,Graduate school,Married,500000,0.839,0,0,0,0
2194,43,Male,University,Married,190000,0.4767,0,0,0,0
2195,47,Male,University,Married,130000,0.0449,-1,0,1,0
2196,23,Male,University,Single,50000,0.3558,2,1,1,0
2197,22,Male,High school,Single,10000,0.9363,0,0,0,0
2198,47,Female,Graduate school,Married,1000000,0.9645,0,0,0,0
2199,35,Female,High school,Married,150000,0.0767,-1,0,0,0
2200,37,Male,University,Married,20000,0.861,0,0,1,1
2201,30,Female,Graduate school,Single,140000,0.0076,2,1,3,1
2202,45,Female,Graduate school,Married,210000,0.0,-2,0,0,0
2203,53,Male,High school,Married,360000,0.0241,0,0,0,0
2204,30,Male,Graduate school,Single,60000,0.9993,2,2,-2,0
2205,33,Male,University,Married,30000,0.5221,0,0,0,0
2206,37,Female,University,Married,140000,0.9121,0,0,0,0
2207,21,Female,Graduate school,Single,20000,0.8736,0,0,1,0
2208,32,Female,University,Single,120000,0.13,2,1,-2,1
2209,45,Male,Graduate school,Married,80000,0.0,1,1,2,0
2210,41,Female,University,Married,50000,0.4382,0,0,0,0
2211,27,Female,Graduate school,Single,360000,0.0,1,1,2,0
2212,30,Male,Graduate school,Single,500000,0.8323,0,0,0,0
2213,21,Male,University,Single,10000,0.7985,0,0,0,0
2214,25,Male,University,Single,210000,0.0662,0,0,0,0
2215,41,Male,High school,Single,50000,0.4472,2,1,0,0
2216,38,Female,Graduate school,Married,200000,0.0334,2,1,0,0
2217,36,Female,Graduate school,Single,300000,0.0357,-1,0,1,0
2218,24,Male,University,Single,110000,0.4067,0,0,0,1
2219,58,Male,University,Single,50000,1.0399,4,6,2,1
2220,41,Female,Graduate school,Married,340000,0.02,2,2,0,1
2221,32,Female,University,Married,50000,0.0164,-1,0,1,1
2222,63,Male,High school,Single,110000,0.4545,2,2,1,0
2223,38,Male,High school,Married,600000,0.766,0,0,0,0
2224,32,Male,Graduate school,Single,160000,0.0157,0,0,-1,0
2225,38,Male,Graduate school,Married,450000,0.0235,-1,0,0,0
2226,31,Male,Graduate school,Single,60000,0.0,1,1,1,1
2227,43,Male,Graduate school,Married,310000,0.8087,2,1,0,1
2228,24,Female,University,Married,20000,0.518,0,0,0,0
2229,29,Female,University,Single,60000,0.8879,0,0,0,0
2230,38,Female,University,Married,170000,0.0031,0,0,1,0
2231,50,Female,Graduate school,Married,190000,0.0,1,1,3,0
2232,49,Female,Graduate school,Single,230000,0.0005,2,2,3,1
2233,25,Female,Graduate school,Single,80000,0.0147,-1,0,-1,0
2234,50,Female,High school,Married,120000,0.9297,2,1,-2,0
2235,30,Male,University,Single,20000,0.863,2,4,1,0
2236,26,Female,University,Married,140000,0.2663,0,0,1,0
2237,24,Male,University,Single,50000,0.9815,0,0,0,0
2238,35,Female,Graduate school,Married,180000,0.5796,0,0,0,0
2239,50,Female,High school,Married,150000,0.0243,-1,0,0,0
2240,35,Female,Graduate school,Single,300000,0.9811,0,0,0,0
2241,45,Female,Graduate school,Married,380000,0.0005,-1,0,0,0
2242,27,Female,High school,Single,90000,1.0254,2,1,2,1
2243,22,Female,University,Single,10000,0.8925,2,4,1,0
2244,28,Female,High school,Single,90000,0.7097,2,2,2,1
2245,34,Male,Graduate school,Married,240000,0.001,0,0,-1,0
2246,32,Female,High school,Married,180000,0.0022,0,0,-1,0
2247,32,Male,Graduate school,Single,140000,0.7247,0,0,0,0
2248,36,Male,University,Married,280000,0.6025,2,4,1,1
2249,30,Female,Graduate school,Single,120000,0.0059,-1,0,0,1
2250,32,Female,University,Married,550000,0.9941,0,0,0,1
2251,30,Female,University,Single,170000,0.5337,2,1,-2,0
2252,36,Female,University,Married,50000,0.0518,2,4,0,0
2253,35,Female,University,Married,140000,0.9835,0,0,0,0
2254,48,Male,High school,Single,10000,0.8858,0,0,0,0
2255,32,Female,High school,Married,240000,0.0058,0,0,-1,0
2256,24,Female,University,Single,30000,0.9318,2,2,2,0
2257,25,Female,University,Single,30000,0.4716,2,6,-1,1
2258,36,Female,University,Single,200000,0.0116,0,0,0,0
2259,33,Female,University,Single,140000,0.403,0,0,0,0
2260,28,Female,High school,Single,200000,0.0,1,1,2,0
2261,37,Female,University,Single,80000,0.2632,0,0,0,0
2262,30,Male,High school,Single,100000,0.4668,0,0,0,1
2263,26,Male,University,Single,220000,0.9794,2,5,2,0
2264,25,Female,University,Single,80000,0.0942,0,0,0,0
2265,27,Female,Graduate school,Single,350000,0.8936,0,0,0,0
2266,26,Female,University,Single,50000,0.6686,0,0,2,1
2267,39,Male,University,Married,360000,0.0658,0,0,0,0
2268,33,Female,University,Married,230000,0.0414,2,1,0,0
2269,39,Male,University,Married,30000,0.4629,2,5,2,1
2270,24,Female,University,Single,70000,0.5926,2,4,-2,0
2271,23,Female,University,Single,70000,0.044,0,0,-1,0
2272,44,Female,Graduate school,Married,150000,0.0,1,1,3,0
2273,35,Male,Graduate school,Single,360000,0.0033,2,1,-1,0
2274,56,Female,University,Married,210000,0.0,1,1,2,0
2275,29,Male,University,Single,50000,0.6462,0,0,2,0
2276,48,Female,University,Single,180000,0.0173,2,1,0,0
2277,40,Male,Graduate school,Married,210000,0.0296,-1,0,0,0
2278,53,Female,High school,Married,160000,0.0155,-1,0,0,0
2279,37,Female,High school,Married,50000,0.7705,2,1,2,1
2280,35,Female,University,Married,200000,0.0,1,1,2,0
2281,41,Female,University,Single,20000,0.6862,0,0,0,0
2282,56,Male,High school,Married,500000,0.2782,0,0,0,0
2283,49,Female,High school,Married,90000,1.161,0,0,0,0
2284,29,Female,Graduate school,Single,70000,0.6759,2,2,0,0
2285,49,Female,High school,Married,50000,0.6756,0,0,1,1
2286,37,Male,Graduate school,Married,180000,0.6773,0,0,-1,0
2287,27,Male,University,Single,50000,0.8264,3,4,1,0
2288,33,Female,University,Single,230000,1.0122,0,0,0,0
2289,28,Male,University,Single,70000,0.5022,2,2,1,0
2290,39,Male,High school,Single,30000,0.3393,0,0,0,1
2291,54,Male,High school,Others,10000,0.821,2,2,1,0
2292,35,Male,High school,Married,90000,0.0,2,4,-1,0
2293,43,Female,High school,Married,80000,0.8519,3,6,-1,1
2294,46,Female,Graduate school,Married,360000,0.0,2,3,2,0
2295,29,Female,Graduate school,Single,150000,0.0051,2,3,0,1
2296,32,Female,Graduate school,Married,200000,0.1291,2,3,3,0
2297,38,Female,High school,Single,300000,0.117,0,0,1,0
2298,37,Male,Graduate school,Married,500000,0.0,-2,0,0,1
2299,27,Male,Graduate school,Single,210000,0.1192,0,0,-1,0
2300,33,Female,University,Single,80000,0.2157,0,0,1,0
2301,44,Female,Graduate school,Married,200000,0.9428,2,1,2,0
2302,30,Female,Graduate school,Married,230000,0.0096,0,0,-1,1
2303,29,Female,Graduate school,Married,60000,0.8642,3,3,-2,0
2304,32,Male,University,Single,180000,0.9602,2,3,1,1
2305,26,Male,University,Married,80000,0.6469,0,0,0,0
2306,44,Female,Graduate school,Married,220000,0.0,-2,0,0,0
2307,26,Female,University,Married,30000,0.3513,2,1,1,0
2308,30,Female,Graduate school,Single,30000,0.0,1,1,2,0
2309,25,Male,University,Single,30000,0.2955,0,0,0,0
2310,40,Male,University,Married,150000,0.3601,0,0,0,0
2311,47,Female,University,Married,30000,0.7903,2,2,1,0
2312,26,Male,University,Single,180000,0.5176,0,0,0,0
2313,56,Male,Graduate school,Single,30000,0.9011,2,1,2,0
2314,28,Female,Graduate school,Single,240000,0.9866,0,0,0,0
2315,31,Female,University,Single,120000,0.2192,0,0,0,0
2316,43,Female,High school,Married,150000,0.1169,0,0,2,0
2317,47,Female,Graduate school,Married,180000,0.0,1,1,3,0
2318,46,Male,University,Married,50000,0.8915,0,0,0,0
2319,26,Female,Graduate school,Single,360000,0.0,1,1,3,1
2320,60,Female,High school,Others,30000,0.0788,-1,0,0,0
2321,24,Male,University,Married,50000,0.0078,0,0,-1,0
2322,39,Female,University,Married,30000,0.0581,3,3,-4,0
2323,53,Female,Graduate school,Single,50000,1.0155,0,0,0,0
2324,30,Male,University,Single,90000,0.5214,0,0,2,0
2325,39,Female,University,Single,200000,0.9758,7,6,5,1
2326,52,Male,High school,Single,50000,0.9496,0,0,0,0
2327,40,Female,University,Single,80000,0.424,0,0,0,0
2328,41,Female,University,Single,50000,0.9082,0,0,2,0
2329,23,Female,University,Single,200000,0.0048,-1,0,0,0
2330,36,Female,University,Married,90000,0.9923,0,0,0,0
2331,28,Male,Graduate school,Single,240000,0.832,0,0,0,0
2332,29,Female,Graduate school,Single,90000,0.019,-2,0,0,1
2333,23,Male,Graduate school,Single,10000,0.2724,2,4,3,0
2334,38,Female,Graduate school,Married,210000,0.0112,2,2,0,0
2335,26,Female,University,Single,140000,0.0888,0,0,1,0
2336,29,Female,Graduate school,Married,50000,0.5944,0,0,0,0
2337,28,Female,University,Married,50000,0.7276,0,0,0,1
2338,45,Female,High school,Married,230000,0.0071,0,0,0,0
2339,27,Female,University,Single,150000,0.0328,0,0,-1,0
2340,36,Male,University,Married,240000,0.0449,0,0,0,0
2341,25,Male,University,Single,80000,1.0222,2,4,1,0
2342,33,Female,High school,Single,140000,0.0,1,1,2,0
2343,50,Male,University,Married,290000,0.3059,0,0,0,0
2344,29,Male,Others,Married,80000,1.0067,0,0,0,0
2345,34,Male,University,Married,400000,0.9318,0,0,0,0
2346,46,Male,High school,Others,20000,1.0196,0,0,1,0
2347,30,Male,Graduate school,Single,360000,0.0319,-1,0,0,0
2348,25,Female,University,Single,260000,0.063,0,0,0,1
2349,28,Male,Graduate school,Single,30000,0.3352,2,3,1,0
2350,27,Male,University,Single,130000,1.0108,0,0,0,1
2351,41,Male,Graduate school,Married,490000,0.1959,0,0,0,0
2352,42,Male,Graduate school,Married,580000,0.456,0,0,0,0
2353,34,Male,University,Married,20000,0.631,2,1,0,1
2354,32,Female,Graduate school,Single,180000,0.3556,0,0,1,0
2355,26,Female,Graduate school,Single,90000,0.0136,-1,0,0,0
2356,25,Male,University,Single,90000,0.0323,0,0,1,0
2357,54,Female,Graduate school,Married,440000,0.6294,2,1,2,1
2358,52,Female,University,Married,280000,0.181,0,0,0,0
2359,29,Male,Graduate school,Single,230000,0.5276,0,0,0,0
2360,35,Male,University,Single,300000,0.9218,0,0,0,0
2361,41,Female,University,Married,20000,0.3282,2,1,-1,0
2362,26,Female,University,Single,80000,0.338,0,0,0,0
2363,24,Male,University,Single,20000,1.2174,8,6,5,0
2364,34,Male,Graduate school,Single,220000,0.0812,-1,0,1,1
2365,44,Female,University,Married,210000,0.3499,0,0,0,0
2366,49,Male,High school,Single,130000,0.4636,2,1,2,1
2367,66,Male,Graduate school,Married,400000,0.6452,0,0,0,0
2368,25,Female,Graduate school,Single,120000,0.0804,-1,0,0,0
2369,33,Female,University,Married,460000,0.2789,0,0,0,0
2370,42,Female,Graduate school,Married,230000,0.0127,-1,0,0,0
2371,28,Male,University,Single,210000,0.8952,0,0,0,0
2372,23,Female,University,Single,30000,0.0106,-2,0,0,0
2373,39,Female,High school,Married,50000,0.825,0,0,0,0
2374,29,Female,Graduate school,Single,250000,0.0047,0,0,-1,0
2375,25,Female,University,Single,50000,0.7118,3,6,1,1
2376,38,Male,University,Married,40000,0.8288,2,6,0,1
2377,35,Male,University,Married,230000,0.1253,2,1,0,0
2378,33,Male,Graduate school,Single,210000,0.0,1,1,2,1
2379,30,Male,University,Single,60000,0.2524,2,3,-2,1
2380,41,Female,Graduate school,Married,500000,0.3815,0,0,0,0
2381,28,Female,University,Single,110000,0.7404,0,0,0,0
2382,44,Male,Graduate school,Married,400000,0.2393,0,0,0,0
2383,51,Male,Graduate school,Married,280000,0.0047,-1,0,0,0
2384,35,Male,University,Married,60000,0.3704,0,0,1,0
2385,47,Male,High school,Married,100000,0.0393,0,0,2,0
2386,42,Female,University,Single,230000,0.2804,0,0,0,0
2387,24,Female,High school,Single,80000,0.0,1,1,2,0
2388,43,Female,University,Married,110000,0.4093,0,0,0,0
2389,47,Male,Graduate school,Married,390000,0.024,0,0,0,0
2390,39,Female,University,Single,150000,0.1401,2,4,-1,0
2391,29,Male,University,Single,180000,0.0292,2,4,-1,1
2392,32,Male,Graduate school,Single,500000,0.0,1,1,1,0
2393,32,Male,High school,Married,50000,0.7918,3,6,0,1
2394,49,Female,High school,Single,20000,0.4252,2,1,1,0
2395,24,Female,University,Single,130000,0.0,1,1,2,0
2396,27,Female,High school,Married,110000,0.5559,0,0,0,0
2397,29,Male,University,Married,200000,0.2299,2,3,-2,0
2398,47,Female,University,Married,50000,0.9798,0,0,0,0
2399,29,Male,Graduate school,Single,130000,0.9767,0,0,0,0
2400,28,Male,University,Single,260000,0.5762,2,1,0,0
2401,30,Male,University,Married,180000,0.0012,-1,0,0,0
2402,29,Female,Graduate school,Married,330000,0.0022,0,0,-1,0
2403,29,Female,University,Single,80000,0.6754,2,6,-1,0
2404,32,Male,Graduate school,Single,320000,0.0024,2,1,1,1
2405,38,Male,University,Single,20000,0.5231,0,0,0,0
2406,43,Female,High school,Single,50000,0.048,7,6,-5,1
2407,40,Female,High school,Married,210000,0.9579,0,0,0,0
2408,31,Male,University,Single,420000,0.5697,2,3,2,1
2409,35,Female,University,Single,210000,0.0123,-2,0,0,0
2410,42,Female,University,Married,160000,0.2238,0,0,0,0
2411,25,Female,Graduate school,Single,20000,0.8888,0,0,0,0
2412,35,Male,Graduate school,Single,360000,0.0056,-1,0,0,0
2413,50,Male,University,Others,30000,0.3826,2,1,2,1
2414,27,Male,University,Single,50000,0.0,1,1,1,0
2415,38,Male,University,Married,30000,0.0,1,1,3,1
2416,24,Female,University,Single,30000,0.9336,0,0,0,0
2417,24,Female,University,Single,280000,0.0036,0,0,0,0
2418,24,Female,High school,Single,30000,1.0093,2,3,2,1
2419,33,Male,University,Single,20000,0.6259,2,1,-2,0
2420,51,Female,Graduate school,Married,300000,0.3621,0,0,0,0
2421,35,Female,Graduate school,Single,180000,0.0104,3,3,-3,0
2422,24,Female,University,Married,20000,0.8274,4,6,2,1
2423,39,Female,High school,Married,80000,0.0618,0,0,1,0
2424,47,Female,University,Married,20000,0.9776,0,0,0,0
2425,29,Male,Graduate school,Single,60000,0.5244,0,0,1,0
2426,22,Male,University,Single,20000,0.9372,2,3,0,0
2427,67,Female,High school,Married,30000,1.0245,2,2,1,0
2428,33,Male,Graduate school,Single,50000,0.5391,2,4,-1,1
2429,47,Male,Graduate school,Married,80000,0.6217,0,0,1,0
2430,24,Female,University,Single,170000,0.0069,2,1,0,1
2431,36,Male,Graduate school,Married,160000,0.0051,-1,0,0,1
2432,27,Male,Graduate school,Single,130000,0.4617,2,4,2,0
2433,34,Female,University,Married,30000,1.0582,2,4,2,1
2434,36,Female,Graduate school,Single,100000,0.0,1,1,3,0
2435,25,Female,University,Single,120000,0.7255,3,6,1,1
2436,49,Female,Graduate school,Married,150000,0.0057,-1,0,0,1
2437,24,Female,High school,Married,100000,0.5634,2,2,1,1
2438,24,Male,University,Single,30000,0.8617,2,3,0,1
2439,45,Female,University,Single,160000,0.0129,-2,0,0,0
2440,48,Female,High school,Married,120000,0.0206,-2,0,0,0
2441,40,Female,Graduate school,Single,160000,0.4245,0,0,1,0
2442,35,Female,Graduate school,Married,340000,0.0,1,1,2,1
2443,55,Male,High school,Married,240000,0.1068,0,0,0,0
2444,42,Female,High school,Married,30000,1.0202,2,2,1,0
2445,54,Male,University,Married,50000,0.9574,2,1,0,0
2446,25,Male,University,Single,200000,0.0,1,1,1,1
2447,44,Female,University,Single,80000,0.2131,0,0,1,0
2448,41,Female,University,Single,50000,0.1005,2,6,0,1
2449,29,Female,University,Married,130000,0.1397,0,0,0,0
2450,57,Male,Graduate school,Married,290000,0.0,1,1,3,1
2451,44,Female,High school,Married,30000,0.921,0,0,0,1
2452,40,Male,High school,Married,340000,0.227,0,0,0,0
2453,28,Female,Graduate school,Single,180000,0.0036,0,0,0,0
2454,23,Female,Graduate school,Single,60000,0.9904,2,1,0,0
2455,25,Female,Graduate school,Single,390000,0.2141,0,0,-1,0
2456,35,Male,Graduate school,Married,460000,0.8368,0,0,0,0
2457,51,Male,Graduate school,Married,500000,0.7928,0,0,0,0
2458,44,Female,University,Married,30000,0.2782,2,5,-3,0
2459,25,Female,University,Single,80000,0.3599,2,6,-1,0
2460,41,Female,University,Married,250000,0.1485,-1,0,1,0
2461,26,Female,Graduate school,Single,280000,0.5219,0,0,0,0
2462,26,Female,University,Single,30000,0.8538,2,6,0,1
2463,28,Male,Graduate school,Single,30000,0.7443,2,1,2,1
2464,27,Male,University,Single,20000,0.9722,3,6,-1,1
2465,56,Female,High school,Married,380000,0.0,-2,0,0,1
2466,29,Female,High school,Married,100000,1.7544,4,3,5,1
2467,32,Male,University,Single,180000,0.006,-1,0,0,1
2468,25,Female,Graduate school,Single,80000,0.0426,0,0,0,0
2469,31,Male,Graduate school,Single,220000,0.7416,0,0,0,0
2470,26,Female,University,Single,170000,0.8322,0,0,0,0
2471,29,Female,Graduate school,Single,140000,0.6993,2,6,0,1
2472,29,Male,Graduate school,Single,20000,0.5256,3,6,0,1
2473,38,Female,High school,Married,100000,0.6243,0,0,0,0
2474,47,Female,High school,Married,50000,0.6503,0,0,0,0
2475,30,Female,University,Single,300000,0.0073,2,1,0,0
2476,25,Female,High school,Single,30000,0.8923,2,2,-2,0
2477,53,Male,High school,Married,50000,0.9939,0,0,0,0
2478,37,Male,University,Single,160000,0.0193,0,0,-1,0
2479,27,Male,University,Single,80000,0.574,2,1,0,0
2480,28,Female,University,Married,140000,0.9434,0,0,0,0
2481,23,Male,University,Single,20000,0.9702,2,2,1,1
2482,51,Male,High school,Married,50000,0.3491,0,0,-1,0
2483,34,Female,Graduate school,Single,200000,0.0,2,3,-1,1
2484,23,Female,University,Married,80000,0.0098,-2,0,0,1
2485,27,Female,University,Single,80000,1.0204,2,3,1,0
2486,39,Female,Graduate school,Single,210000,0.0286,-1,0,1,0
2487,28,Male,University,Married,260000,0.1012,0,0,1,0
2488,46,Male,University,Married,200000,0.0,1,1,2,1
2489,33,Female,University,Married,110000,1.003,2,5,2,1
2490,23,Male,University,Single,10000,0.5857,2,2,-2,0
2491,30,Male,Graduate school,Single,200000,0.4597,2,2,-2,0
2492,31,Male,Graduate school,Single,300000,0.0012,-1,0,0,1
2493,39,Female,Graduate school,Married,360000,0.0194,-1,0,1,0
2494,32,Female,University,Married,290000,0.2697,0,0,0,0
2495,26,Male,High school,Married,30000,1.0271,2,2,1,1
2496,47,Male,Graduate school,Married,300000,0.0,-1,0,-1,0
2497,28,Female,Graduate school,Single,300000,0.0033,-1,0,0,0
2498,45,Female,High school,Single,210000,0.0015,-1,0,0,0
2499,36,Male,High school,Married,50000,1.4994,0,0,0,1
2500,26,Female,Graduate school,Single,340000,0.9937,0,0,0,0
2501,34,Male,Graduate school,Married,330000,0.4182,0,0,0,1
2502,28,Female,Graduate school,Single,220000,0.2005,0,0,0,0
2503,30,Female,University,Single,100000,0.2394,0,0,2,0
2504,30,Male,Graduate school,Single,260000,0.0015,-1,0,0,1
2505,30,Male,University,Single,180000,0.0024,-1,0,0,0
2506,44,Male,University,Married,200000,0.0039,2,1,0,0
2507,41,Female,High school,Single,110000,0.8236,0,0,0,1
2508,48,Male,University,Single,20000,0.3593,2,1,0,1
2509,25,Male,Graduate school,Single,60000,0.2187,0,0,0,0
2510,28,Male,High school,Married,30000,0.7949,4,6,-2,1
2511,24,Female,Graduate school,Single,30000,1.0401,2,3,2,1
2512,37,Female,Graduate school,Married,420000,0.0914,-1,0,0,1
2513,34,Male,Graduate school,Married,340000,0.001,2,1,-1,1
2514,38,Male,University,Married,270000,0.0,1,1,3,0
2515,36,Female,Others,Single,360000,0.0417,0,0,-2,0
2516,25,Female,Graduate school,Single,230000,0.0032,-1,0,0,0
2517,33,Female,University,Married,50000,0.9465,0,0,0,0
2518,28,Female,Graduate school,Single,230000,0.0,-2,0,0,0
2519,38,Female,Graduate school,Married,200000,0.0,-2,0,0,0
2520,24,Female,University,Single,100000,1.0189,0,0,0,0
2521,47,Female,University,Married,150000,1.0227,0,0,0,0
2522,28,Male,High school,Single,50000,0.9342,0,0,0,0
2523,29,Male,University,Single,60000,0.568,0,0,0,0
2524,30,Female,University,Single,70000,0.145,2,1,0,0
2525,23,Male,University,Single,20000,0.2522,0,0,-1,0
2526,25,Female,University,Single,50000,0.4882,0,0,0,0
2527,33,Female,Graduate school,Married,500000,0.0031,2,2,3,0
2528,49,Male,High school,Married,390000,0.0,1,1,3,0
2529,27,Female,Graduate school,Single,90000,0.0,-2,0,0,0
2530,22,Male,University,Single,10000,0.5748,0,0,2,0
2531,24,Male,University,Single,30000,0.013,0,0,1,1
2532,35,Male,High school,Married,240000,0.0,1,1,3,1
2533,29,Female,Graduate school,Single,180000,0.2032,0,0,-1,0
2534,23,Female,University,Single,70000,0.3237,0,0,0,0
2535,26,Male,University,Single,50000,0.0306,-1,0,0,0
2536,46,Male,High school,Married,20000,0.5662,0,0,0,0
2537,36,Female,University,Married,260000,0.7715,0,0,0,1
2538,26,Male,University,Married,160000,0.0,-2,0,0,1
2539,42,Female,Graduate school,Married,250000,0.1012,0,0,2,0
2540,49,Male,Graduate school,Married,20000,0.0522,-1,0,1,0
2541,37,Male,High school,Married,210000,0.0112,-1,0,0,0
2542,35,Female,Graduate school,Married,100000,0.4725,2,4,0,1
2543,28,Male,Graduate school,Single,100000,0.7297,0,0,0,0
2544,34,Female,University,Married,230000,0.0101,-2,0,0,0
2545,25,Male,University,Single,20000,0.6948,0,0,0,1
2546,24,Male,Graduate school,Single,40000,0.7524,0,0,0,1
2547,51,Male,High school,Married,100000,0.5453,0,0,-1,0
2548,26,Male,High school,Single,20000,0.8257,0,0,0,0
2549,32,Male,University,Single,140000,0.224,0,0,0,0
2550,23,Male,High school,Single,50000,0.8894,2,3,2,0
2551,26,Female,University,Single,30000,0.578,0,0,0,0
2552,28,Male,University,Single,80000,0.1908,0,0,2,0
2553,31,Female,High school,Married,20000,0.7827,0,0,0,1
2554,26,Female,Graduate school,Single,210000,0.0471,0,0,1,0
2555,33,Female,Graduate school,Others,220000,0.0154,-1,0,0,0
2556,30,Female,Graduate school,Married,150000,0.267,0,0,0,0
2557,28,Male,Graduate school,Single,200000,0.0025,-1,0,0,0
2558,28,Female,Graduate school,Single,200000,0.342,2,4,2,1
2559,39,Male,University,Single,50000,0.5363,0,0,0,0
2560,28,Female,Graduate school,Single,80000,0.1223,2,2,-2,0
2561,32,Female,Graduate school,Single,310000,0.065,-2,0,0,1
2562,29,Male,Graduate school,Single,210000,0.6696,2,1,0,0
2563,40,Male,Graduate school,Married,140000,0.977,2,4,0,1
2564,32,Female,University,Married,20000,0.7749,0,0,0,0
2565,23,Female,Graduate school,Single,10000,0.0,1,1,3,0
2566,30,Female,Graduate school,Single,250000,0.0224,2,1,1,0
2567,31,Male,Graduate school,Single,280000,0.0,1,1,3,0
2568,48,Male,University,Married,210000,0.0413,0,0,0,0
2569,54,Male,University,Single,10000,0.5186,2,2,0,0
2570,59,Female,High school,Married,60000,0.9862,0,0,0,0
2571,38,Female,Graduate school,Single,180000,1.0258,0,0,2,0
2572,31,Female,Graduate school,Single,10000,0.0,1,1,3,0
2573,41,Female,Graduate school,Married,200000,0.0,2,1,-1,0
2574,29,Female,Graduate school,Single,120000,0.0098,-1,0,0,0
2575,28,Female,University,Married,160000,0.3389,0,0,0,0
2576,48,Male,Graduate school,Married,180000,0.9286,0,0,0,0
2577,42,Female,High school,Married,60000,0.9698,0,0,0,0
